# Campus Meter Data Log for Valley_View_Tower
"Date","RecordNumber","SensorVoltage","FlowRate","AvgFlowRate","IncrementalVolume","TotalizedVolume"
"2017-03-02 16:23:23",1,0.806,0.9375,0.9375,0.0156250149012,0.0156250149012
"2017-03-02 16:23:24",2,0.806,0.9375,0.9375,0.015625,0.0312500149012
"2017-03-02 16:23:25",3,0.806,0.9375,0.9375,0.015625,0.0468750149012
"2017-03-02 16:23:26",4,0.806,0.9375,0.9375,0.0156250149012,0.0625000298023
"2017-03-02 16:23:27",5,0.806,0.9375,0.9375,0.015625,0.0781250298023
"2017-03-02 16:23:28",6,0.806,0.9375,0.9375,0.0156250149012,0.0937500447035
"2017-03-02 16:23:29",7,0.806,0.9375,0.9375,0.0156250149012,0.109375059605
"2017-03-02 16:23:30",8,0.806,0.9375,0.9375,0.0156250186265,0.125000078231
"2017-03-02 16:23:31",9,0.806,0.9375,0.9375,0.0156250149012,0.140625093132
"2017-03-02 16:23:32",10,0.808,1.25,1.25,0.0208333532015,0.161458446334
"2017-03-02 16:23:33",11,0.806,0.9375,0.9375,0.0156250149012,0.177083461235
"2017-03-02 16:23:34",12,0.804,0.625,0.625,0.0104166666667,0.187500127902
"2017-03-02 16:23:35",13,0.804,0.625,0.625,0.0104166666667,0.197916794568
"2017-03-02 16:23:36",14,0.804,0.625,0.625,0.0104166766008,0.208333471169
"2017-03-02 16:23:37",15,0.806,0.9375,0.9375,0.015625,0.223958471169
"2017-03-02 16:23:38",16,0.806,0.9375,0.9375,0.015625,0.239583471169
"2017-03-02 16:23:39",17,0.806,0.9375,0.9375,0.0156250149012,0.25520848607
"2017-03-02 16:23:40",18,0.806,0.9375,0.9375,0.015625,0.27083348607
"2017-03-02 16:23:41",19,0.806,0.9375,0.9375,0.015625,0.28645848607
"2017-03-02 16:23:42",20,0.806,0.9375,0.9375,0.0156250186265,0.302083504697
"2017-03-02 16:23:43",21,0.808,1.25,1.25,0.0208333532015,0.322916857898
"2017-03-02 16:23:44",22,0.806,0.9375,0.9375,0.015625,0.338541857898
"2017-03-02 16:23:45",23,0.806,0.9375,0.9375,0.015625,0.354166857898
"2017-03-02 16:23:46",24,0.806,0.9375,0.9375,0.015625,0.369791857898
"2017-03-02 16:23:47",25,0.806,0.9375,0.9375,0.0156250149012,0.385416872799
"2017-03-02 16:23:48",26,0.808,1.25,1.25,0.0208333532015,0.406250226001
"2017-03-02 16:23:49",27,0.806,0.9375,0.9375,0.0156250149012,0.421875240902
"2017-03-02 16:23:50",28,0.806,0.9375,0.9375,0.0156250186265,0.437500259529
"2017-03-02 16:23:51",29,0.806,0.9375,0.9375,0.0156250149012,0.45312527443
"2017-03-02 16:23:52",30,0.806,0.9375,0.9375,0.0156250149012,0.468750289331
"2017-03-02 16:23:53",31,0.806,0.9375,0.9375,0.0156250149012,0.484375304232
"2017-03-02 16:23:54",32,0.806,0.9375,0.9375,0.015625,0.500000304232
"2017-03-02 16:23:55",33,0.806,0.9375,0.9375,0.015625,0.515625304232
"2017-03-02 16:23:56",34,0.806,0.9375,0.9375,0.015625,0.531250304232
"2017-03-02 16:23:57",35,0.806,0.9375,0.9375,0.0156250149012,0.546875319133
"2017-03-02 16:23:58",36,0.806,0.9375,0.9375,0.015625,0.562500319133
"2017-03-02 16:23:59",37,0.806,0.9375,0.9375,0.0156250186265,0.57812533776
"2017-03-02 16:24:00",38,0.806,0.9375,0.9375,0.0156250149012,0.593750352661
"2017-03-02 16:24:01",39,0.806,0.9375,0.9375,0.015625,0.609375352661
"2017-03-02 16:24:02",40,0.806,0.9375,0.9375,0.015625,0.625000352661
"2017-03-02 16:24:03",41,0.808,1.25,1.25,0.0208333333333,0.645833685994
"2017-03-02 16:24:04",42,0.806,0.9375,0.9375,0.015625,0.661458685994
"2017-03-02 16:24:05",43,0.806,0.9375,0.9375,0.0156250149012,0.677083700895
"2017-03-02 16:24:06",44,0.806,0.9375,0.9375,0.0156250149012,0.692708715796
"2017-03-02 16:24:07",45,0.806,0.9375,0.9375,0.015625,0.708333715796
"2017-03-02 16:24:08",46,0.806,0.9375,0.9375,0.0156250335276,0.723958749324
"2017-03-02 16:24:09",47,0.806,0.9375,0.9375,0.0156250149012,0.739583764225
"2017-03-02 16:24:10",48,0.806,0.9375,0.9375,0.0156250149012,0.755208779126
"2017-03-02 16:24:11",49,0.808,1.25,1.25,0.0208333333333,0.77604211246
"2017-03-02 16:24:12",50,0.81,1.5625,1.5625,0.0260416915019,0.802083803962
"2017-03-02 16:24:13",51,1.044,38.125,38.125,0.635416666667,1.43750047063
